Brand Name,Price (INR),Product Name,Image URLs
Everqupid,"Rs.1,599.00",Women Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230919/6HSh/6509b358afa4cf41f5f17251/everqupid_black_women_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230919/6HSh/6509b358afa4cf41f5f17241/everqupid_black_women_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230919/6HSh/6509b358afa4cf41f5f1723c/everqupid_black_women_ankle-length_boots.jpg']"
CLARKS,"Rs.8,399.00",Women Slip-On Knee-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230920/cbXQ/650b0f15afa4cf41f5f51356/clarks_tan_women_slip-on_knee-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230920/cbXQ/650b0f15afa4cf41f5f5134e/clarks_tan_women_slip-on_knee-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230920/cbXQ/650b0f15afa4cf41f5f5134d/clarks_tan_women_slip-on_knee-length_boots.jpg']"
Steppings,"Rs.1,680.00",Women Ankle-Length Boots with Zip Closure,"['https://assets.ajio.com/medias/sys_master/root/20230713/pJlb/64b02903eebac147fc6a98f0/steppings_black_women_ankle-length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230713/pJlb/64b02903eebac147fc6a98ec/steppings_black_women_ankle-length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230713/pJlb/64b02903eebac147fc6a98eb/steppings_black_women_ankle-length_boots_with_zip_closure.jpg']"
ARBUNORE,"Rs.1,200.00",Ankle-Length Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20220927/BmEz/633320deaeb269dbb3aab3c9/arbunore_black_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220927/BmEz/633320deaeb269dbb3aab3bd/arbunore_black_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220927/BmEz/633320deaeb269dbb3aab3ba/arbunore_black_ankle-length_lace-up_boots.jpg']"
CLARKS,"Rs.8,499.00",Women Slip-On Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230920/kIeC/650b0e27ddf7791519eb08e5/clarks_tan_women_slip-on_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230920/kIeC/650b0e27ddf7791519eb08d4/clarks_tan_women_slip-on_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230920/kIeC/650b0e27ddf7791519eb08d1/clarks_tan_women_slip-on_ankle-length_boots.jpg']"
Everqupid,"Rs.2,499.00",Women Mid-Calf Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230919/7Jfm/6509c605ddf7791519e7c591/everqupid_black_women_mid-calf_length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230919/7Jfm/6509c605ddf7791519e7c584/everqupid_black_women_mid-calf_length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230919/7Jfm/6509c605ddf7791519e7c580/everqupid_black_women_mid-calf_length_boots.jpg']"
ARBUNORE,"Rs.1,452.00",Mid-Top Lace-Up Combat Boots,"['https://assets.ajio.com/medias/sys_master/root/20211028/4F2P/617a987faeb2690110ae67b4/arbunore_black_mid-top_lace-up_combat_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211028/4F2P/617a987faeb2690110ae679c/arbunore_black_mid-top_lace-up_combat_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211028/4F2P/617a987faeb2690110ae6799/arbunore_black_mid-top_lace-up_combat_boots.jpg']"
BUCIK,Rs.891.00,Round-Toe Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230610/hFKc/64837d92d55b7d0c635efbf8/bucik_beige_round-toe_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230610/hFKc/64837d92d55b7d0c635efbe6/bucik_beige_round-toe_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230610/hFKc/64837d92d55b7d0c635efbe2/bucik_beige_round-toe_lace-up_boots.jpg']"
ARBUNORE,"Rs.1,073.00",Ankle-Length Boots with Zipper,"['https://assets.ajio.com/medias/sys_master/root/20211028/ZjSv/617a987faeb2690110ae67b5/arbunore_tan_brown_ankle-length_boots_with_zipper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211028/ZjSv/617a987faeb2690110ae6798/arbunore_tan_brown_ankle-length_boots_with_zipper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211028/ZjSv/617a987faeb2690110ae6794/arbunore_tan_brown_ankle-length_boots_with_zipper.jpg']"
ARBUNORE,"Rs.1,720.00",Croc-Embossed Pointed-Toe Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20221129/AUwv/63862aabaeb269659cbf0110/arbunore_tan_croc-embossed_pointed-toe_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221129/AUwv/63862aabaeb269659cbf0101/arbunore_tan_croc-embossed_pointed-toe_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221129/AUwv/63862aabaeb269659cbf00fd/arbunore_tan_croc-embossed_pointed-toe_ankle-length_boots.jpg']"
CLARKS,"Rs.8,999.00",Men Morris Slip-On Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230821/8wmZ/64e34e9eddf7791519563a8d/clarks_stone_men_morris_slip-on_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230821/8wmZ/64e34e9eddf7791519563a7b/clarks_stone_men_morris_slip-on_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230821/8wmZ/64e34e9eddf7791519563a77/clarks_stone_men_morris_slip-on_ankle-length_boots.jpg']"
Steppings,"Rs.1,755.00",Women Ankle-Length Boots with Zip Closure,"['https://assets.ajio.com/medias/sys_master/root/20230713/hbW4/64b00dd0a9b42d15c9517409/steppings_black_women_ankle-length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230713/hbW4/64b00dd0a9b42d15c9517401/steppings_black_women_ankle-length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230713/hbW4/64b00dd0a9b42d15c95173ff/steppings_black_women_ankle-length_boots_with_zip_closure.jpg']"
PIERRE CARDIN,"Rs.1,440.00",Ankle-Length Lace-Up Chukka Boots,"['https://assets.ajio.com/medias/sys_master/root/20230131/p1Fx/63d939b4f997dd708e307751/pierre_cardin_brown_ankle-length_lace-up_chukka_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230131/p1Fx/63d939b4f997dd708e307747/pierre_cardin_brown_ankle-length_lace-up_chukka_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230131/p1Fx/63d939b4f997dd708e307743/pierre_cardin_brown_ankle-length_lace-up_chukka_boots.jpg']"
CLARKS,"Rs.8,249.00",Men Mid-Top Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230920/T6YQ/650b15c4afa4cf41f5f53664/clarks_grey_men_mid-top_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230920/T6YQ/650b15c4afa4cf41f5f53657/clarks_grey_men_mid-top_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230920/T6YQ/650b15c4afa4cf41f5f53654/clarks_grey_men_mid-top_lace-up_boots.jpg']"
Allen Cooper,"Rs.2,255.00",Round-Toe Ankle Length Chelsea Boots,"['https://assets.ajio.com/medias/sys_master/root/20230811/kKHq/64d66252eebac147fcc207e7/allen_cooper_brown_round-toe_ankle_length_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230811/kKHq/64d66252eebac147fcc207d8/allen_cooper_brown_round-toe_ankle_length_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230811/kKHq/64d66252eebac147fcc207d5/allen_cooper_brown_round-toe_ankle_length_chelsea_boots.jpg']"
ARBUNORE,"Rs.1,715.00",Colourblock Mid-Top Lace-Up Combat Boots,"['https://assets.ajio.com/medias/sys_master/root/20211028/p3YY/617a988eaeb2690110ae6862/arbunore_tan_brown_colourblock_mid-top_lace-up_combat_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211028/p3YY/617a988eaeb2690110ae685a/arbunore_tan_brown_colourblock_mid-top_lace-up_combat_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211028/p3YY/617a988eaeb2690110ae6858/arbunore_tan_brown_colourblock_mid-top_lace-up_combat_boots.jpg']"
ADORLY,"Rs.1,056.00",Ankle-Length Heeled Boots,"['https://assets.ajio.com/medias/sys_master/root/20211030/ms0i/617c54aff997ddf8f1f2ee71/adorly_black_ankle-length_heeled_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211030/ms0i/617c54aff997ddf8f1f2ee6d/adorly_black_ankle-length_heeled_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211030/ms0i/617c54aff997ddf8f1f2ee6c/adorly_black_ankle-length_heeled_boots.jpg']"
TEAKWOOD LEATHERS,"Rs.5,920.00",Plain-toe Boots,"['https://assets.ajio.com/medias/sys_master/root/20231028/WWg8/653cad4cafa4cf41f565a57b/teakwood_leathers_brown_plain-toe_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231028/WWg8/653cad4cafa4cf41f565a56a/teakwood_leathers_brown_plain-toe_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231028/WWg8/653cad4cafa4cf41f565a566/teakwood_leathers_brown_plain-toe_boots.jpg']"
Hirel's,"Rs.1,575.00",Textured Chelsea Boots with Zip Fastening,"['https://assets.ajio.com/medias/sys_master/root/20230602/a7vd/64792ec542f9e729d70bc79b/hirel%27s_black_textured_chelsea_boots_with_zip_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/a7vd/64792ec542f9e729d70bc788/hirel%27s_black_textured_chelsea_boots_with_zip_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/a7vd/64792ec542f9e729d70bc783/hirel%27s_black_textured_chelsea_boots_with_zip_fastening.jpg']"
Everqupid,"Rs.2,599.00",Women Mid-Calf Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230919/9Qki/6509c5a1ddf7791519e7c3c4/everqupid_black_women_mid-calf_length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230919/9Qki/6509c5a1ddf7791519e7c3b4/everqupid_black_women_mid-calf_length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230919/9Qki/6509c5a1ddf7791519e7c3b1/everqupid_black_women_mid-calf_length_boots.jpg']"
CLARKS,"Rs.4,799.00",Women Emily2 Holly Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230821/e32f/64e387acafa4cf41f564654d/clarks_black_women_emily2_holly_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230821/e32f/64e387acafa4cf41f5646539/clarks_black_women_emily2_holly_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230821/e32f/64e387acafa4cf41f5646534/clarks_black_women_emily2_holly_ankle-length_boots.jpg']"
RED TAPE,"Rs.2,511.00",Men Ankle-Length Lace-Up Boots ,"['https://assets.ajio.com/medias/sys_master/root/20231030/jdCL/653f8478ddf7791519625c28/red_tape_brown_men_ankle-length_lace-up_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231030/jdCL/653f8478ddf7791519625c1d/red_tape_brown_men_ankle-length_lace-up_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231030/jdCL/653f8478ddf7791519625c19/red_tape_brown_men_ankle-length_lace-up_boots_.jpg']"
SIR CORBETT,Rs.840.00,Mid-Top Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230602/59fX/64791835d55b7d0c6333882f/sir_corbett_brown_mid-top_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/59fX/64791835d55b7d0c63338821/sir_corbett_brown_mid-top_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/59fX/64791835d55b7d0c6333881c/sir_corbett_brown_mid-top_lace-up_boots.jpg']"
Allen Cooper,"Rs.2,159.00",Textured Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230906/CBDn/64f7f8f0afa4cf41f5b15eaa/allen_cooper_brown_textured_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230906/CBDn/64f7f8f0afa4cf41f5b15e96/allen_cooper_brown_textured_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230906/CBDn/64f7f8f0afa4cf41f5b15e91/allen_cooper_brown_textured_ankle-length_boots.jpg']"
Steppings,"Rs.1,200.00",Women Chelsea Slip-On Boots,"['https://assets.ajio.com/medias/sys_master/root/20230713/F8TS/64b022e6a9b42d15c9521afb/steppings_black_women_chelsea_slip-on_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230713/F8TS/64b022e6a9b42d15c9521af7/steppings_black_women_chelsea_slip-on_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230713/F8TS/64b022e6a9b42d15c9521af6/steppings_black_women_chelsea_slip-on_boots.jpg']"
RED TAPE,"Rs.2,511.00",Men Ankle-Length Lace-Up Boots ,"['https://assets.ajio.com/medias/sys_master/root/20231030/IOZq/653f5d08ddf77915196247ea/red_tape_brown_men_ankle-length_lace-up_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231030/IOZq/653f5d08ddf77915196247d6/red_tape_brown_men_ankle-length_lace-up_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231030/IOZq/653f5d08ddf77915196247d1/red_tape_brown_men_ankle-length_lace-up_boots_.jpg']"
Hirel's,"Rs.1,260.00",Textured Mid-Calf Chelsea Boots ,"['https://assets.ajio.com/medias/sys_master/root/20230602/fsmW/647939c442f9e729d70d304b/hirel%27s_black_textured_mid-calf_chelsea_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/fsmW/647939c442f9e729d70d3040/hirel%27s_black_textured_mid-calf_chelsea_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/fsmW/647939c442f9e729d70d303d/hirel%27s_black_textured_mid-calf_chelsea_boots_.jpg']"
LEFORE,"Rs.3,006.00",Genuine Leather Mid-Calf Combat Boots ,"['https://assets.ajio.com/medias/sys_master/root/20230623/3eyS/6494cf7e42f9e729d77ee241/lefore_beige_genuine_leather_mid-calf_combat_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230623/3eyS/6494cf7e42f9e729d77ee231/lefore_beige_genuine_leather_mid-calf_combat_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230623/3eyS/6494cf7e42f9e729d77ee22d/lefore_beige_genuine_leather_mid-calf_combat_boots_.jpg']"
ADORLY,Rs.561.00,Animal Print Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20211026/JGmV/61781b43f997ddf8f1e9e957/adorly_tan_animal_print_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211026/JGmV/61781b43f997ddf8f1e9e92d/adorly_tan_animal_print_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211026/JGmV/61781b43f997ddf8f1e9e91b/adorly_tan_animal_print_ankle-length_boots.jpg']"
TEAKWOOD LEATHERS,"Rs.2,814.00",Slip-On Chelsea Boots,"['https://assets.ajio.com/medias/sys_master/root/20231028/ju1W/653cae1cddf77915195feb89/teakwood_leathers_brown_slip-on_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231028/ju1W/653cae1cddf77915195feb70/teakwood_leathers_brown_slip-on_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231028/ju1W/653cae1cddf77915195feb64/teakwood_leathers_brown_slip-on_chelsea_boots.jpg']"
Everqupid,"Rs.1,799.00",Women Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230904/FTqn/64f60434afa4cf41f5a32312/everqupid_camel_brown_women_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230904/FTqn/64f60434afa4cf41f5a32306/everqupid_camel_brown_women_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230904/FTqn/64f60434afa4cf41f5a32303/everqupid_camel_brown_women_ankle-length_boots.jpg']"
ELLE,"Rs.1,899.00",Women Lace-Up Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230905/6QJX/64f74a11ddf77915199b6ced/elle_cherry_brown_women_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230905/6QJX/64f74a11ddf77915199b6ce9/elle_cherry_brown_women_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230905/6QJX/64f74a11ddf77915199b6ce8/elle_cherry_brown_women_lace-up_ankle-length_boots.jpg']"
Shoetopia,"Rs.1,399.00",Ankle-Length Boots with Buckle Accent ,"['https://assets.ajio.com/medias/sys_master/root/20230805/AIQa/64cdcebba9b42d15c98e7e0b/shoetopia_black_ankle-length_boots_with_buckle_accent_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230805/AIQa/64cdcebba9b42d15c98e7dfd/shoetopia_black_ankle-length_boots_with_buckle_accent_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230805/AIQa/64cdcebba9b42d15c98e7dfa/shoetopia_black_ankle-length_boots_with_buckle_accent_.jpg']"
ADORLY,"Rs.1,295.00",Pointed-Toe Heeled Boots,"['https://assets.ajio.com/medias/sys_master/root/20220112/2Tc7/61ddd81daeb2695cdd0fbda7/adorly_beige_pointed-toe_heeled_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220112/2Tc7/61ddd81daeb2695cdd0fbd98/adorly_beige_pointed-toe_heeled_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220112/2Tc7/61ddd81daeb2695cdd0fbd96/adorly_beige_pointed-toe_heeled_boots.jpg']"
BIG BANYAN,Rs.805.00,Panelled Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230206/Rzwe/63e12403aeb269c6511267fe/big_banyan_black_panelled_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230206/Rzwe/63e12403aeb269c6511267fa/big_banyan_black_panelled_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230206/Rzwe/63e12403aeb269c6511267f9/big_banyan_black_panelled_ankle-length_boots.jpg']"
DELIZE,"Rs.3,500.00",Ankle-Length Chelsea Boots,"['https://assets.ajio.com/medias/sys_master/root/20230602/BEgq/64795dbed55b7d0c633c9f42/delize_black_ankle-length_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/BEgq/64795dbed55b7d0c633c9f28/delize_black_ankle-length_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/BEgq/64795dbed55b7d0c633c9f1f/delize_black_ankle-length_chelsea_boots.jpg']"
EL PASO,Rs.955.00,Panelled Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20220601/52OO/6296ca0df997dd03e255099f/el_paso_tan_brown_panelled_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220601/52OO/6296ca0df997dd03e2550997/el_paso_tan_brown_panelled_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220601/52OO/6296ca0df997dd03e2550994/el_paso_tan_brown_panelled_lace-up_boots.jpg']"
G L TREND,"Rs.1,500.00",Chukka Boots with Genuine leather upper,"['https://assets.ajio.com/medias/sys_master/root/20231004/MGu5/651c9a4eafa4cf41f520a189/g_l_trend_brown_chukka_boots_with_genuine_leather_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231004/MGu5/651c9a4eafa4cf41f520a179/g_l_trend_brown_chukka_boots_with_genuine_leather_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20231004/MGu5/651c9a4eafa4cf41f520a175/g_l_trend_brown_chukka_boots_with_genuine_leather_upper.jpg']"
CARLO ROMANO,"Rs.2,393.00",Slip-On Chelsea Boots ,"['https://assets.ajio.com/medias/sys_master/root/20230602/kXRV/6479659642f9e729d7130e14/carlo_romano_brown_slip-on_chelsea_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/kXRV/6479659642f9e729d7130e03/carlo_romano_brown_slip-on_chelsea_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/kXRV/6479659642f9e729d7130dfe/carlo_romano_brown_slip-on_chelsea_boots_.jpg']"
RUOSH,"Rs.2,696.00",Men Ankle-Length Lace-up Boots ,"['https://assets.ajio.com/medias/sys_master/root/20230621/wkHK/6492fba1d55b7d0c639cfb1d/ruosh_black_men_ankle-length_lace-up_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230621/wkHK/6492fba1d55b7d0c639cfb12/ruosh_black_men_ankle-length_lace-up_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230621/wkHK/6492fba1d55b7d0c639cfb0f/ruosh_black_men_ankle-length_lace-up_boots_.jpg']"
Carlton London,"Rs.1,018.00",Chelsea Boots with Pull-Up Tabs,"['https://assets.ajio.com/medias/sys_master/root/20201208/9Rha/5fcf9b20f997dd8c83c14b5b/carlton_london_black_chelsea_boots_with_pull-up_tabs.jpg', 'https://assets.ajio.com/medias/sys_master/root/20201208/9Rha/5fcf9b20f997dd8c83c14b4b/carlton_london_black_chelsea_boots_with_pull-up_tabs.jpg', 'https://assets.ajio.com/medias/sys_master/root/20201208/9Rha/5fcf9b20f997dd8c83c14b40/carlton_london_black_chelsea_boots_with_pull-up_tabs.jpg']"
Everqupid,"Rs.1,449.00",Women Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230919/fuDW/6509c16cddf7791519e7ac34/everqupid_black_women_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230919/fuDW/6509c16cddf7791519e7ac30/everqupid_black_women_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230919/fuDW/6509c16cddf7791519e7ac2f/everqupid_black_women_ankle-length_boots.jpg']"
